Signature=ISS_Analysis_Ver_1_0
Title=POPG-60-3
Comment=
Visualization=Y:Intensity,X:Time,Z:None,PlotType:2D,Y2:None
ExcitationWavelength=type:numeric,unit:nm,fixed:495.0
EmissionWavelength=type:numeric,unit:nm,fixed:515.0
Time=type:numeric,unit:s
Space=Time
Columns=Time,Intensity,IntensityStdError,Temperature
[Data]
      0	          6552.3	          63.385	              37
   2.23	         6570.55	          60.977	         37.0033
   4.53	         6559.95	          67.661	         37.0033
   6.83	          6516.2	          68.853	              37
   9.12	         6606.05	          76.744	              37
  11.42	          6497.3	          59.742	              37
  13.72	         6499.75	           46.32	              37
  16.01	          6521.2	          56.701	         37.0033
  18.31	         6549.85	          57.165	              37
  20.61	          6560.6	          57.919	              37
  22.91	            6572	          70.925	         37.0033
   25.2	         6507.35	          69.511	              37
   27.5	          6584.6	            65.2	              37
   29.8	          6653.4	          60.075	              37
  32.09	         6501.45	          51.654	              37
  34.39	         6573.25	          70.976	              37
  36.69	         6616.05	          52.993	              37
  38.98	          6516.3	          73.763	              37
  41.28	         6542.75	          51.992	              37
  43.58	         6544.05	          58.919	              37
  45.87	         6686.35	          89.022	              37
  48.17	          6432.3	          68.335	              37
  50.47	          6507.8	          75.311	         37.0033
  52.76	         6471.15	          76.751	              37
  55.06	          6582.7	          65.353	              37
  57.36	          6434.9	          61.705	              37
  59.66	         6540.45	          87.622	              37
  61.95	         6562.15	          54.093	         37.0033
  64.25	         6432.15	          68.879	         37.0033
  66.55	         6589.65	          52.822	              37
  68.84	         6626.95	          58.821	              37
  71.14	          6545.9	          75.239	              37
  73.44	         6538.45	          64.427	              37
  75.73	         6542.95	          71.236	              37
  78.03	          6546.2	          66.633	              37
  80.33	         8768.75	          531.93	              37
  82.62	           18232	          1727.8	              37
  84.92	         61052.3	          437.51	              37
  87.22	         56492.6	          2218.6	              37
  89.51	         36960.4	          210.37	              37
  91.81	         36696.7	          170.34	              37
  94.11	         36718.9	          125.06	              37
  96.41	         36893.8	          152.15	              37
   98.7	         36579.2	          140.91	              37
    101	         37027.8	          149.79	           36.99
  103.3	         36688.2	          125.68	              37
 105.59	         36846.4	          139.11	              37
 107.89	         36559.3	          128.15	              37
 110.19	         36380.7	          150.71	              37
 112.48	           36696	          138.77	              37
 114.78	         36580.1	          136.78	              37
 117.08	         36657.6	          166.05	              37
 119.37	           36439	          171.54	              37
 121.67	         36558.7	           146.4	              37
 123.97	         36480.2	          129.84	              37
 126.27	         36656.3	          151.47	              37
 128.56	         36549.6	          170.76	              37
 130.86	         36609.2	          163.61	              37
 133.16	         36516.1	          185.66	              37
 135.45	         36190.7	          174.25	              37
 137.75	         36314.3	          166.08	              37
 140.05	         36686.8	          174.96	              37
 142.34	         35824.1	          140.03	              37
 144.64	         36078.3	          161.76	              37
 146.94	         36276.3	           143.4	              37
 149.23	         36353.7	          136.26	              37
