Signature=ISS_Analysis_Ver_1_0
Title=POPG-0-3
Comment=
Visualization=Y:Intensity,X:Time,Z:None,PlotType:2D,Y2:None
ExcitationWavelength=type:numeric,unit:nm,fixed:495.0
EmissionWavelength=type:numeric,unit:nm,fixed:515.0
Time=type:numeric,unit:s
Space=Time
Columns=Time,Intensity,IntensityStdError,Temperature
[Data]
      0	         22085.8	          124.87	              37
   2.23	         21894.6	          82.578	              37
   4.53	         21836.5	          101.61	         37.0033
   6.83	         22017.4	          126.04	         37.0033
   9.12	           22109	          79.162	         37.0033
  11.42	         21849.8	          111.71	              37
  13.72	         21898.4	          130.97	              37
  16.01	         21888.1	          130.65	              37
  18.31	         21985.5	          134.06	              37
  20.61	           21885	          113.14	         37.0033
  22.91	         21870.6	          93.889	         37.0033
   25.2	         21928.2	          95.877	              37
   27.5	         22026.6	          135.12	              37
   29.8	         21785.5	          103.17	              37
  32.09	         22138.2	          116.06	              37
  34.39	           22092	          121.15	              37
  36.69	         22011.2	          100.38	         37.0033
  38.98	         21899.9	          96.828	              37
  41.28	         22064.6	          116.77	              37
  43.58	         22017.9	           134.4	              37
  45.87	         22054.1	          86.018	              37
  48.17	         21886.4	          132.46	              37
  50.47	           22258	          128.73	              37
  52.76	           22196	          122.89	         37.0033
  55.06	         22129.5	          104.89	         37.0033
  57.36	         36185.9	          1442.2	         37.0033
  59.66	         58299.8	          345.68	              37
  61.95	         50457.2	          2484.7	              37
  64.25	         39724.3	          142.24	              37
  66.55	         40039.7	          227.98	              37
  68.84	         39709.6	          144.95	              37
  71.14	         39616.2	          165.61	              37
  73.44	         39799.7	          111.42	           36.99
  75.73	         39624.3	          171.74	           36.99
  78.03	         39810.1	          149.03	           36.99
  80.33	           39982	          197.82	              37
  82.62	         39976.3	          137.53	              37
  84.92	         39948.2	          161.54	              37
  87.22	         39696.7	           120.6	              37
  89.52	         39818.1	          112.54	              37
  91.81	         39548.6	          168.03	              37
  94.11	         39747.3	          140.72	              37
  96.41	         39766.3	          168.67	              37
   98.7	         39464.7	          97.336	              37
    101	         39586.4	          141.51	              37
  103.3	         39594.4	          176.19	         37.0033
 105.59	         39570.5	          199.76	              37
 107.89	         39987.8	          158.25	              37
 110.19	         39634.4	          155.49	              37
 112.48	         39534.3	          147.16	              37
 114.78	         39677.3	          145.64	              37
 117.08	         39568.7	          103.87	              37
 119.37	           39746	          127.15	              37
