Signature=ISS_Analysis_Ver_1_0
Title=POPG-50-3
Comment=
Visualization=Y:Intensity,X:Time,Z:None,PlotType:2D,Y2:None
ExcitationWavelength=type:numeric,unit:nm,fixed:495.0
EmissionWavelength=type:numeric,unit:nm,fixed:515.0
Time=type:numeric,unit:s
Space=Time
Columns=Time,Intensity,IntensityStdError,Temperature
[Data]
      0	          7447.7	           76.77	              37
   2.23	         7522.15	          75.528	              37
   4.53	          7657.8	          54.161	              37
   6.83	          7552.2	          92.975	              37
   9.12	         7515.95	          95.198	              37
  11.42	          7364.4	           75.32	              37
  13.72	         7432.05	          62.883	              37
  16.01	          7366.3	          52.749	         37.0033
  18.31	         7475.95	          51.701	         37.0033
  20.61	         7416.65	          80.612	              37
  22.91	          7446.2	          63.362	         37.0033
   25.2	         7460.85	          75.046	         37.0033
   27.5	          7407.5	          65.757	              37
   29.8	          7526.6	           75.03	              37
  32.09	          7504.7	          71.305	         37.0033
  34.39	         7391.75	           78.13	              37
  36.69	          7481.2	          74.485	              37
  38.98	         7454.25	          71.092	              37
  41.28	          7432.9	            52.6	         37.0033
  43.58	          7569.4	          82.447	         37.0033
  45.87	         7509.35	          61.394	         37.0033
  48.17	          7469.8	          57.772	              37
  50.47	          7410.4	          67.049	              37
  52.76	          7523.9	          87.896	              37
  55.06	         7420.15	          67.977	              37
  57.36	          7430.1	           67.95	              37
  59.66	          8006.5	          393.09	              37
  61.95	         15300.2	          643.94	              37
  64.25	         57609.6	          815.83	              37
  66.55	         52258.2	          1779.2	              37
  68.84	         33577.6	          283.56	              37
  71.14	         33718.2	          143.76	              37
  73.44	         33887.8	          141.69	           36.99
  75.73	         34112.1	          160.14	           36.99
  78.03	         33641.6	          146.49	              37
  80.33	         33793.3	           167.1	              37
  82.62	         33827.5	          220.69	              37
  84.92	         33835.8	          111.31	              37
  87.22	         34371.8	          125.95	              37
  89.52	         34293.3	          128.51	              37
  91.81	         34019.6	          170.62	              37
  94.11	         34071.3	           167.9	              37
  96.41	         34120.6	          116.99	              37
   98.7	         34249.9	          131.88	              37
    101	         34317.6	          164.65	              37
  103.3	         34106.3	          146.59	              37
 105.59	         34470.1	          154.17	              37
 107.89	         34105.2	          119.62	              37
 110.19	         34155.3	           149.6	              37
 112.48	         34431.8	          105.23	              37
 114.78	         34241.5	          137.28	              37
 117.08	         34511.7	          148.35	              37
 119.37	           34364	          180.88	              37
