Signature=ISS_Analysis_Ver_1_0
Title=POPG-100-1
Comment=
Visualization=Y:Intensity,X:Time,Z:None,PlotType:2D,Y2:None
ExcitationWavelength=type:numeric,unit:nm,fixed:495.0
EmissionWavelength=type:numeric,unit:nm,fixed:515.0
Time=type:numeric,unit:s
Space=Time
Columns=Time,Intensity,IntensityStdError,Temperature
[Data]
      0	         4004.35	          48.259	           37.01
   2.23	          3968.6	          57.359	           37.01
   4.53	         4018.55	          52.947	           37.01
   6.83	         3879.95	          47.898	           37.01
   9.12	          4054.4	          39.558	           37.01
  11.42	         3952.35	          54.369	           37.01
  13.72	          3897.8	          47.733	           37.01
  16.01	         4041.65	          43.942	           37.01
  18.31	          4048.2	          49.002	           37.01
  20.61	          3969.8	          67.463	           37.01
  22.91	          4033.8	            50.5	           37.01
   25.2	          3971.9	          62.165	           37.01
   27.5	         4036.35	           42.55	           37.01
   29.8	         3962.15	          54.223	           37.01
  32.09	          3968.2	          53.801	           37.01
  34.39	          3918.2	          56.863	           37.01
  36.69	         3857.35	          35.139	           37.01
  38.98	         4044.35	          51.414	           37.01
  41.28	         4016.25	          46.791	           37.01
  43.58	         4022.65	          44.459	           37.01
  45.87	         4096.95	          48.578	           37.01
  48.17	         3974.45	          57.252	           37.01
  50.47	         3998.25	          48.921	           37.01
  52.77	          4024.7	          56.539	           37.01
  55.06	         3843.75	          41.498	           37.01
  57.36	          3982.9	          56.616	           37.01
  59.66	         3982.35	          53.989	         37.0066
  61.95	         4102.85	          60.894	         37.0066
  64.25	          3972.1	           60.31	         37.0066
  66.55	          3999.9	          44.264	         37.0066
  68.84	          4112.9	           48.54	           37.01
  71.14	          4030.4	          45.443	         37.0066
  73.44	         4026.55	          45.851	         37.0066
  75.73	         4013.75	          51.126	         37.0066
  78.03	         4008.25	          34.945	         37.0066
  80.33	          3981.7	          45.225	         37.0066
  82.63	         4030.25	          40.052	         37.0066
  84.92	         3952.05	          52.893	         37.0066
  87.22	         4067.05	          36.875	         37.0066
  89.52	          4063.8	          52.662	         37.0066
  91.81	         4076.25	          55.037	         37.0066
  94.11	          4054.6	            57.7	           37.01
  96.41	         3922.45	          56.219	           37.01
   98.7	          4080.8	           37.45	         37.0066
    101	         4116.35	          29.665	         37.0066
  103.3	          4079.8	          39.788	         37.0066
 105.59	         4052.05	          42.673	         37.0066
 107.89	         4078.65	          44.335	         37.0066
 110.19	          4066.3	          43.007	         37.0066
 112.48	         4048.35	           55.28	         37.0066
 114.78	          4062.2	          59.074	         37.0066
 117.08	          4075.7	          44.551	         37.0066
 119.37	          4024.3	          53.827	         37.0066
 121.67	          4064.1	           49.29	         37.0066
 123.97	         4060.25	          55.132	         37.0066
 126.27	         3964.05	           38.02	         37.0066
 128.56	         4024.35	          52.247	         37.0066
 130.86	            4034	          48.992	         37.0066
 133.16	         71598.5	           29522	         37.0066
 135.45	          400712	          3723.3	         37.0066
 137.75	          695966	           25489	         37.0066
 140.05	          463830	           96699	         37.0033
 142.34	           32346	          3296.3	         37.0033
 144.64	         28039.5	          100.65	         37.0033
 146.94	         28041.8	          149.03	         37.0033
 149.23	         27633.5	           90.55	         37.0033
 151.53	         27817.8	          120.89	         37.0033
 153.83	         28104.3	           83.01	         37.0033
 156.12	         27816.5	          129.88	         37.0066
 158.42	         27486.9	          140.93	         37.0066
 160.72	         27696.4	          110.58	         37.0066
 163.02	           28030	          124.83	         37.0033
 165.31	         27772.8	          122.56	         37.0066
 167.61	         27476.3	          119.08	         37.0033
 169.91	         27526.2	           139.2	         37.0033
  172.2	         27539.3	          111.42	         37.0033
  174.5	           27730	          127.93	         37.0066
  176.8	         27502.3	          133.11	         37.0033
 179.09	           27801	          124.05	         37.0066
 183.91	         27506.1	          127.71	         37.0066
  186.2	           27457	          142.73	         37.0033
  188.5	           27341	          142.24	         37.0033
  190.8	         27584.5	          108.67	         37.0033
 193.09	           27475	          110.75	         37.0033
 195.39	         27316.2	          120.15	         37.0066
 197.69	         27364.5	          124.42	         37.0066
 199.98	         27458.8	          107.39	         37.0066
