Signature=ISS_Analysis_Ver_1_0
Title=POPG-60-2
Comment=
Visualization=Y:Intensity,X:Time,Z:None,PlotType:2D,Y2:None
ExcitationWavelength=type:numeric,unit:nm,fixed:495.0
EmissionWavelength=type:numeric,unit:nm,fixed:515.0
Time=type:numeric,unit:s
Space=Time
Columns=Time,Intensity,IntensityStdError,Temperature
[Data]
      0	          6898.6	          66.186	         37.0033
   2.23	          6812.4	          55.157	         37.0033
   4.53	          6958.8	          63.851	         37.0033
   6.83	          6989.7	          66.254	              37
   9.12	            6923	           61.43	              37
  11.42	          6862.3	          69.214	         37.0033
  13.72	         6795.05	          81.012	              37
  16.01	          6942.5	           71.18	              37
  18.31	         6797.05	          80.262	              37
  20.61	         6914.55	           58.18	         37.0033
  22.91	         6905.05	          73.845	         37.0033
   25.2	          6883.9	          63.824	              37
   27.5	         6816.75	           66.49	              37
   29.8	          6897.6	          58.521	              37
  32.09	          6936.9	          69.944	              37
  34.39	         6802.55	          60.228	              37
  36.69	         6902.35	          40.827	              37
  38.98	         6953.95	          75.063	              37
  41.28	         7018.35	          66.571	         37.0033
  43.58	          6795.2	          55.797	         37.0033
  45.87	          6892.8	          62.729	              37
  48.17	         6861.85	          63.699	              37
  50.47	         7070.45	          53.042	              37
  52.76	          6943.6	           56.93	              37
  55.06	          6945.8	          77.892	              37
  57.36	          6896.7	          66.121	              37
  59.66	          6796.2	          40.088	              37
  61.95	         6790.85	          71.685	              37
  64.25	          6883.5	          50.543	         37.0033
  66.55	         6848.85	           64.06	              37
  68.84	          6939.1	           66.92	              37
  71.14	          6828.6	          63.795	              37
  73.44	         6874.65	          75.906	              37
  75.73	         6832.45	          64.355	         37.0033
  78.03	         6809.35	          75.855	              37
  80.33	         12026.3	          537.66	              37
  82.62	         16024.7	          740.01	              37
  84.92	         54838.8	          2190.1	              37
  87.22	         50218.8	            2669	              37
  89.52	         37116.4	          154.11	              37
  91.81	         37418.7	          177.96	              37
  94.11	         36865.3	          165.16	              37
  96.41	         37432.8	          161.24	              37
   98.7	         37298.2	           115.3	              37
    101	         36860.2	           233.6	              37
  103.3	         36745.7	          173.16	              37
 105.59	         37447.1	          161.71	              37
 107.89	         37054.8	          163.64	              37
 110.19	         36600.2	          166.65	              37
 112.48	         37288.8	          109.03	              37
 114.78	         36868.8	           189.3	              37
 117.08	         36898.6	          171.82	              37
 119.37	         37246.3	           148.4	           36.99
 121.67	         37211.2	          159.97	           36.99
 123.97	         36940.7	          151.89	              37
 126.27	         37294.3	          141.66	              37
 128.56	         37152.4	          153.03	              37
 130.86	         37446.7	          134.03	              37
 133.16	         36994.9	          150.25	              37
 135.45	           37180	          164.92	              37
 137.75	         36626.8	          171.42	              37
 140.05	         37234.2	          130.89	              37
 142.34	         36920.4	          134.77	              37
 144.64	         37254.8	          162.54	              37
 146.94	         37088.2	          138.06	         37.0033
 149.23	         36974.8	          166.25	         37.0033
