Signature=ISS_Analysis_Ver_1_0
Title=POPG-50-1
Comment=
Visualization=Y:Intensity,X:Time,Z:None,PlotType:2D,Y2:None
ExcitationWavelength=type:numeric,unit:nm,fixed:495.0
EmissionWavelength=type:numeric,unit:nm,fixed:515.0
Time=type:numeric,unit:s
Space=Time
Columns=Time,Intensity,IntensityStdError,Temperature
[Data]
      0	         7486.25	          63.275	         37.0033
   2.23	         7378.75	          52.906	              37
   4.53	          7554.8	          71.601	         37.0033
   6.83	          7658.2	           61.97	         37.0033
   9.12	         7475.25	           73.24	         37.0033
  11.42	         7443.85	          85.221	         37.0033
  13.72	         7512.65	          86.591	              37
  16.01	         7226.15	          58.726	         37.0033
  18.31	          7502.5	          66.932	         37.0033
  20.61	            7464	          54.579	         37.0033
  22.91	          7490.7	          89.233	         37.0033
   25.2	         7474.85	          73.427	         37.0033
   27.5	          7398.5	          54.192	              37
   29.8	         7389.95	          84.995	              37
  32.09	          7479.9	          71.741	         37.0033
  34.39	          7510.7	          84.262	         37.0033
  36.69	         7464.25	          62.519	         37.0033
  38.98	         7584.45	          53.998	              37
  41.28	          7384.9	          55.973	              37
  43.58	         7380.05	           82.13	         37.0033
  45.87	         7382.05	          51.592	         37.0033
  48.17	          7399.1	           79.46	         37.0033
  50.47	         7514.45	          67.118	         37.0033
  52.76	         7554.15	          56.099	              37
  55.06	          7358.4	          62.572	              37
  57.36	         7526.45	          77.152	              37
  59.66	          7442.8	          88.278	         37.0033
  61.95	         7574.95	          68.399	         37.0033
  64.25	         7391.55	          40.639	         37.0033
  66.55	         11374.5	          758.97	         37.0033
  68.84	         33181.7	          4586.1	         37.0033
  71.14	         63675.8	          192.89	         37.0033
  73.44	         48317.9	          2429.3	         37.0033
  75.73	           38235	          140.85	              37
  78.03	         38211.8	          132.68	              37
  80.33	         38156.3	          116.81	              37
  82.62	         38191.1	          146.07	              37
  84.92	         38210.3	          167.23	              37
  87.22	         37926.2	          132.11	              37
  89.52	         38214.4	           85.19	              37
  91.81	         38080.9	          122.68	         37.0033
  94.11	         38027.4	          138.26	         37.0033
  96.41	         38099.1	          155.62	         37.0033
   98.7	         38052.4	          113.56	         37.0033
    101	         37958.2	          106.59	              37
  103.3	         38093.1	          139.44	              37
 105.59	         37775.9	          116.42	              37
 107.89	         37924.3	          174.37	              37
 110.19	         37968.3	          147.81	              37
 112.48	         37841.3	          131.02	         37.0033
 114.78	         37932.4	          154.46	         37.0033
 117.08	         38014.8	          149.32	              37
 119.37	         37844.2	          120.91	              37
